Job Title,Job Topics,Duration,Type,Company,Stipend,Job Type,Last Date,Job Description,Job Role,Location,Coordinates
Astrophysics Intern,"Qubits, Quantum Computing, Entanglement",6 Months,Long Term,Interstellar Innovations,1600,Part Time,12-09-2025,"As a Astrophysics Intern, you will research Qubits, Quantum Computing and Entanglement, simulating quantum algorithms using Qiskit or Cirq. Youâ€™ll work with quantum computing experts to advance cutting-edge technologies.",Quantum,"Agra, Uttar Pradesh, India","27.1752554,78.0098161"
Data Science Intern,"Transformers, Reinforcement Learning, NLP",2 Months,Long Term,Pulsar Partners,"15,000",Hybrid,12-09-2025,"As a Data Science Intern, you will gain hands-on experience in Transformers, Reinforcement Learning, NLP. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Data Science,"Bilaspur, Chhattisgarh, India","22.0785627,82.1476475"
Physics Research Intern,"Teamwork, Communication, Problem Solving",4 Months,Long Term,Hestia Holdings,"12,000",Part Time,12-09-2025,"As a Physics Research Intern, you will gain hands-on experience in Teamwork, Communication, Problem Solving. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Physics Research,"Greater Noida, Uttar Pradesh, India","28.4670734,77.5137649"
Smart Packaging Intern,"Active Packaging, Shelf-Life Monitoring",5 Months,Semester,PackSmart,1300,Hybrid,12-09-2025,"As a Smart Packaging Intern, you will gain hands-on experience in Active Packaging, Shelf-Life Monitoring. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Smart Packaging,"Imphal, Manipur, India","24.7991162,93.9364419"
Data Visualization Intern,"Transformers, Generative AI, Reinforcement Learning",6 Months,Summer,Zenith Technologies,"8,000",Hybrid,12-09-2025,"As a Data Visualization Intern, you will gain hands-on experience in Transformers, Generative AI, Reinforcement Learning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Data Visualization,"Kohima, Nagaland, India","25.6618755,94.1019156"
Architecture Intern,"CAD, Structural Analysis, Thermodynamics",2 Months,Summer,Cosmos Collective,"10,000",Hybrid,12-09-2025,"As a Architecture Intern, you will gain hands-on experience in CAD, Structural Analysis, Thermodynamics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Architecture,"Muzaffarpur, Bihar, India","26.1182898,85.3857888"
Mechanical Engineering Intern,"Power Systems, Automation, Structural Analysis",3 Months,Summer,Starfall Solutions,"12,000",Part Time,12-09-2025,"As a Mechanical Engineering Intern, you will gain hands-on experience in Power Systems, Automation, Structural Analysis. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Mechanical Engineering,"Navi Mumbai, Maharashtra, India","19.0308262,73.0198537"
Web Development Intern," CSS, JavaScript, Express",3 Months,Long Term,The Amber Owl,"15,000",Hybrid,12-09-2025,"As a Web Development Intern, you will gain hands-on experience in  CSS, JavaScript, Express. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Web Development,"Patna, Bihar, India","25.6093239,85.1235252"
Renewable Energy Intern,"Teamwork, Leadership, Problem Solving",6 Months,Summer,Silverstream Solutions,"15,000",Hybrid,12-09-2025,"As a Renewable Energy Intern, you will gain hands-on experience in Teamwork, Leadership, Problem Solving. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Renewable Energy,"Pondicherry, Puducherry, India","11.9340568,79.8306447"
Electrical Engineering Intern,"Automation, CAD, Structural Analysis",4 Months,Long Term,Voyager Works,"6,000",Part Time,12-09-2025,"As a Electrical Engineering Intern, you will gain hands-on experience in Automation, CAD, Structural Analysis. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Electrical Engineering,"Raipur, Chhattisgarh, India","21.2380912,81.6336993"
Product Management Intern,"Python, Big Data, Predictive Modeling",3 Months,Research,The Clockwork Harbor,"10,000",Part Time,12-09-2025,"As a Product Management Intern, you will gain hands-on experience in Python, Big Data, Predictive Modeling. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Product Management,"Visakhapatnam, Andhra Pradesh, India","17.6935526,83.2921297"
Accounting Intern,"Stock Research, Financial Modeling, Investment Analysis",2 Months,Converting,LexiCorp,"8,000",Hybrid,13-09-2025,"As a Accounting Intern, you will gain hands-on experience in Stock Research, Financial Modeling, Investment Analysis. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Accounting,"Agartala, Tripura, India","23.8312377,91.2823821"
Sound Engineering Intern,"Graphic Design, Storyboarding, Video Editing",6 Months,Research,Lachesis Labs,"8,000",Part Time,13-09-2025,"As a Sound Engineering Intern, you will gain hands-on experience in Graphic Design, Storyboarding, Video Editing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sound Engineering,"Aizawl, Mizoram, India","23.7433532,92.7382756"
QA Intern,"Incident Response, Network Security, Cryptography",6 Months,Long Term,Vexing Vortex,"15,000",Part Time,13-09-2025,"As a QA Intern, you will gain hands-on experience in Incident Response, Network Security, Cryptography. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",QA,"Ambattur, Tamil Nadu, India","13.1193746,80.1507648"
Veterinary Intern,"Clinical Research, Pharmacology, Anatomy",3 Months,Converting,Phobos Foundry,"18,000",Hybrid,13-09-2025,"As a Veterinary Intern, you will gain hands-on experience in Clinical Research, Pharmacology, Anatomy. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Veterinary,"Bhubaneswar, Odisha, India","20.2602964,85.8394521"
Anthropology Intern,"Social Behavior, Cultural Studies, Field Research",6 Months,Research,Spidy Tech,"6,000",Part Time,13-09-2025,"As a Anthropology Intern, you will gain hands-on experience in Social Behavior, Cultural Studies, Field Research. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Anthropology,"Bikaner, Rajasthan, India","28.0159286,73.3171367"
Dentistry Intern,"Pharmacology, Pathology, Clinical Research",4 Months,Converting,Pulsar Partners,"18,000",Hybrid,13-09-2025,"As a Dentistry Intern, you will gain hands-on experience in Pharmacology, Pathology, Clinical Research. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Dentistry,"Chandigarh, Chandigarh, India","30.7334421,76.7797143"
Animation Intern,"Photography, Graphic Design, Storyboarding",6 Months,Research,GreenWorld,"18,000",Hybrid,13-09-2025,"As a Animation Intern, you will gain hands-on experience in Photography, Graphic Design, Storyboarding. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Animation,"Chennai, Tamil Nadu, India","13.0836939,80.270186"
Web Development Intern,"HTML, CSS, JavaScript",2 Months,Summer,Phoenix Paradox,"18,000",Part Time,13-09-2025,"As a Web Development Intern, you will gain hands-on experience in HTML, CSS, JavaScript. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Web Development,"Gandhinagar, Gujarat, India","23.2232877,72.6492267"
Cloud Security Intern,"Network Security, Cryptography, Incident Response",2 Months,Summer,Zephyr Analytics,"10,000",Hybrid,13-09-2025,"As a Cloud Security Intern, you will gain hands-on experience in Network Security, Cryptography, Incident Response. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Cloud Security,"Gurgaon, Haryana, India","28.42826235,77.00270014657752"
Data Engineering Intern,"Deep Learning, NLP, Generative AI",3 Months,Research,Hyperion Holdings,"6,000",Part Time,13-09-2025,"As a Data Engineering Intern, you will gain hands-on experience in Deep Learning, NLP, Generative AI. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Data Engineering,"Jodhpur, Rajasthan, India","26.2967719,73.0351433"
Interior Design Intern,"Leadership, Communication, Problem Solving",2 Months,Converting,Designer,"12,000",Part Time,13-09-2025,"As a Interior Design Intern, you will gain hands-on experience in Leadership, Communication, Problem Solving. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Interior Design,"Madurai, Tamil Nadu, India","9.9261153,78.1140983"
Photography Intern,"Photography, Graphic Design, Storyboarding",3 Months,Summer,Hermes Hub,"20,000",Hybrid,13-09-2025,"As a Photography Intern, you will gain hands-on experience in Photography, Graphic Design, Storyboarding. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Photography,"Pondicherry, Puducherry, India","11.9340568,79.8306447"
Electrical Engineering Intern,"Thermodynamics, Automation, Power Systems",2 Months,Research,Helios Systems,"6,000",Part Time,13-09-2025,"As a Electrical Engineering Intern, you will gain hands-on experience in Thermodynamics, Automation, Power Systems. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Electrical Engineering,"Pondicherry, Puducherry, India","11.9340568,79.8306447"
Esports Intern,"Communication, Problem Solving, Leadership",6 Months,Summer,Chthonic Ventures,"15,000",Hybrid,13-09-2025,"As a Esports Intern, you will gain hands-on experience in Communication, Problem Solving, Leadership. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Esports,"Pune, Maharashtra, India","18.5213738,73.8545071"
Mobile App Development Intern,"Storyboarding, Animation, Video Editing",4 Months,Converting,playMuch,"10,000",Hybrid,13-09-2025,"As a Mobile App Development Intern, you will gain hands-on experience in Storyboarding, Animation, Video Editing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Mobile App Development,"Visakhapatnam, Andhra Pradesh, India","17.6935526,83.2921297"
Customer Success Intern,"Communication, Project Planning, Problem Solving",2 Months,Research,Ephemeral Elements,"12,000",Hybrid,14-09-2025,"As a Customer Success Intern, you will gain hands-on experience in Communication, Project Planning, Problem Solving. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Customer Success,"Berhampur, Odisha, India","21.5340187,86.6538825"
Networking Intern,"Incident Response, Network Security, Cryptography",6 Months,Long Term,Nimbus Networks,"15,000",Hybrid,14-09-2025,"As a Networking Intern, you will gain hands-on experience in Incident Response, Network Security, Cryptography. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Networking,"Dewas, Madhya Pradesh, India","22.96363,76.054867"
Public Relations Intern,"Market Research, Brand Management, Content Strategy",4 Months,Converting,Gaea Global,"6,000",Part Time,14-09-2025,"As a Public Relations Intern, you will gain hands-on experience in Market Research, Brand Management, Content Strategy. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Public Relations,"Gaya, Bihar, India","24.7964355,85.0079563"
Business Analyst Intern,"Predictive Modeling, Big Data, Hadoop",4 Months,Summer,Arcane Artifacts,"12,000",Hybrid,14-09-2025,"As a Business Analyst Intern, you will gain hands-on experience in Predictive Modeling, Big Data, Hadoop. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Business Analyst,"Hubballi-Dharwad, Karnataka, India","15.3518378,75.1379848"
